SessionID,UserID,StartTime,EndTime,Genre,DeviceType,SubscriptionType,Region,DurationMinutes,WatchMinutes,CompletionRate,BufferEvents,BitrateMbps,UserRating,PeakHours,PauseCount,VolumeChanges,AdSkips
SSN100947,USR9733,2024-12-31T07:33:32,2024-12-31T09:32:32,Comedy,Smart TV,Basic,Canada,115,80,0.66,1,6.36,2.4,No,2,2,0
SSN100948,USR5921,2024-10-06T10:41:46,2024-10-06T11:12:46,Documentary,mobile,Premium,Brazil,29,27,0.9,2,2.91,,No,3,5,0
SSN100949,USR6345,2024-01-13T01:32:49,2024-01-13T02:00:49,Sci-Fi,PC,Standard,Australia,28,23,0.84,0,4.26,4,Yes,1,2,0
SSN100950,USR9332,2024-03-27T15:17:21,2024-03-27T17:45:21,Comedy,Tablet,Standard,US,141,125,0.86,4,5.15,4.6,No,1,2,2
SSN100951,USR3604,2024-03-21T21:42:21,2024-03-21T23:32:21,Romance,Game Console,Premium,France,108,96,0.9,1,,3.8,Yes,2,2,0
SSN100952,USR2965,2024-03-11T17:10:38,2024-03-11T20:03:38,Drama,Tablet,Premium,Canada,179,146,0.87,1,3.15,5,No,3,4,0
SSN100953,USR5044,2024-03-08T15:28:35,2024-03-08T18:11:35,Sci-Fi,Game Console,Basic,Germany,162,106,0.64,0,4.82,5,No,1,3,0
SSN100954,USR3883,2024-04-22T00:13:59,2024-04-22T02:48:59,Documentary,Tablet,Premium,Brazil,155,124,0.79,0,3.65,,Yes,2,2,0
SSN100955,USR9489,2024-09-07T18:18:06,2024-09-07T21:11:06,Action,PC,Basic,Germany,172,171,1,2,3.15,4.6,Yes,2,3,0
SSN100956,USR5133,2024-02-26T17:46:04,2024-02-26T20:14:04,Drama,Game Console,Basic,Canada,144,117,0.8,0,,3.7,No,3,3,0
SSN100957,USR7202,2024-01-22T17:21:12,2024-01-22T18:35:12,Horror,PC,Standard,Germany,76,59,0.83,0,5.05,3,No,0,1,0
SSN100958,USR3601,2024-07-03T09:48:33,2024-07-03T12:36:33,Action,Tablet,Standard,UK,163,171,1,3,3.99,4.1,No,2,1,2
SSN100959,USR6855,2024-02-24T18:26:15,2024-02-24T19:19:15,Animation,Mobile,Premium,France,49,40,0.87,0,2.89,4,Yes,0,0,0
SSN100960,USR4587,2024-12-21T17:25:58,2024-12-21T18:07:58,ANIMATION,Smart TV,Premium,US,47,24,0.54,2,6.12,2.3,No,0,1,0
SSN100961,USR6734,2024-04-16T20:12:15,2024-04-16T20:41:15,Documentary,Smart TV,Standard,UK,23,30,1,0,3.86,4.9,Yes,3,2,0
SSN100962,USR1977,2024-01-14T14:57:28,2024-01-14T16:05:28,Comedy,Tablet,Basic,Canada,69,61,0.95,1,3.02,5,No,1,4,2
SSN100963,USR5986,2024-07-12T01:17:16,2024-07-12T02:19:16,Action,Tablet,Premium,France,61,52,0.87,1,,5,Yes,1,4,0
SSN100964,USR3357,2024-10-09T21:59:43,2024-10-09T23:36:43,Drama,Game Console,Standard,Australia,100,64,0.65,1,4.87,4,Yes,2,1,0
SSN100965,USR7890,2024-01-29T11:33:17,2024-01-29T13:15:17,Documentary,Smart TV,Standard,US,101,61,0.61,0,6.89,3.6,No,1,3,1
SSN100966,USR6042,2024-07-04T21:38:48,2024-07-04T23:54:48,Animation,Smart TV,Basic,India,134,135,1,3,5.73,4.8,Yes,0,4,1
SSN100967,USR3523,2024-01-17T08:46:43,2024-01-17T10:43:43,Action,Smart TV,Premium,US,119,117,1,3,4.1,4.4,No,0,2,0
SSN100968,USR7971,2024-01-08T04:24:51,2024-01-08T06:07:51,Action,Smart TV,Premium,UK,105,71,0.68,3,4.89,3.7,No,2,3,0
SSN100969,USR7155,2024-03-02T01:32:07,2024-03-02T02:11:07,Sci-Fi,Tablet,Standard,US,38,17,0.45,1,2.92,,Yes,1,1,0
SSN100970,USR2890,2024-02-04T05:23:25,2024-02-04T06:50:25,Comedy,Game Console,Standard,Australia,89,85,1,0,3.86,3.3,No,2,0,1
SSN100971,USR6743,2024-08-13T05:23:39,2024-08-13T07:59:39,horror,Game Console,Basic,Australia,160,138,0.89,2,3.4,3.7,No,1,1,0
SSN100972,USR7178,2024-03-08T03:10:22,2024-03-08T05:08:22,Drama,Smart TV,Basic,UK,119,105,0.87,0,6.61,3.9,No,2,1,0
SSN100973,USR7404,2024-02-15T00:45:49,2024-02-15T03:41:49,Animation,Game Console,STANDARD,India,175,114,0.67,0,4.08,4,Yes,1,3,1
SSN100974,USR6362,2024-05-11T09:20:49,2024-05-11T11:50:49,Sci-Fi,PC,Standard,Germany,146,113,0.79,3,4.05,4.4,No,1,1,0
SSN100975,USR4816,2024-04-17T11:37:37,2024-04-17T13:18:37,Drama,Smart TV,Basic,Brazil,104,52,,0,5.25,3.2,No,3,4,1
SSN100976,USR8487,2024-01-31T13:53:01,2024-01-31T16:48:01,Comedy,PC,Premium,Brazil,172,109,0.61,1,2.34,2.9,No,1,4,0
SSN100977,USR2993,2024-05-14T19:21:07,2024-05-14T20:27:07,Sci-Fi,Tablet,Standard,Australia,67,68,1,1,,2.6,Yes,1,1,2
SSN100978,USR2879,2024-07-15T04:01:21,2024-07-15T06:21:21,Romance,Game Console,Basic,Australia,138,126,0.9,2,,2.7,No,1,1,0
SSN100979,USR9336,2024-11-04T14:15:07,2024-11-04T17:03:07,Romance,Game Console,Basic,Australia,173,93,0.56,1,2.51,4,No,2,1,2
SSN100980,USR5224,2024-08-19T17:26:08,2024-08-19T18:19:08,Documentary,Mobile,Premium,India,50,54,1,1,1.15,5,No,3,4,0
SSN100981,USR9776,2024-09-15T03:44:05,2024-09-15T04:45:05,Comedy,Smart TV,basic,Germany,58,54,0.86,1,4.08,4.9,No,0,3,0
SSN100982,USR3273,2024-10-12T17:42:18,2024-10-12T18:55:18,Documentary,Game Console,Basic,Brazil,78,59,0.82,1,3.83,3.9,No,2,2,2
SSN100983,USR6230,2024-07-17T15:58:29,2024-07-17T17:03:29,Animation,Smart TV,Basic,Australia,60,47,0.73,2,3.9,4.4,No,3,2,0
SSN100984,USR2080,2024-03-18T10:44:05,2024-03-18T13:17:05,Romance,Game Console,Basic,Australia,153,93,0.61,1,3.04,3.6,No,1,4,0
SSN100985,USR1897,2024-10-18T00:42:13,2024-10-18T03:35:13,Documentary,Mobile,Basic,India,173,105,0.61,2,2.92,3.6,Yes,1,2,0
SSN100986,USR9910,2024-06-18T04:48:58,2024-06-18T06:43:58,Horror,Mobile,Standard,Germany,111,114,1,0,3.61,3.8,No,1,2,2
SSN100987,USR9893,2024-08-01T04:45:50,2024-08-01T07:38:50,Animation,Smart TV,Basic,Australia,174,171,1,3,5.3,3.7,No,0,2,1
SSN100988,USR1922,2024-04-17T01:20:13,2024-04-17T02:11:13,Drama,PC,Premium,US,50,41,0.78,0,4.38,1.8,Yes,6,2,0
SSN100989,USR5034,2024-03-02T20:40:04,2024-03-02T22:08:04,Horror,Tablet,Basic,Australia,87,64,0.75,1,3.76,4.6,Yes,1,4,1
SSN100990,USR8766,2024-09-16T16:37:40,2024-09-16T18:13:40,Sci-Fi,Tablet,Basic,Brazil,93,57,0.58,2,3.59,5,No,1,3,2
SSN100991,USR3201,2024-06-14T20:52:48,2024-06-14T22:13:48,Sci-Fi,Tablet,Standard,Germany,79,75,0.98,3,4.05,4.8,Yes,1,1,3
SSN100992,USR8268,2024-05-07T16:05:26,2024-05-07T16:29:26,Sci-Fi,Smart TV,Premium,Australia,28,23,0.98,1,6.34,5,No,1,3,0
SSN100993,USR9479,2024-08-15T01:19:13,2024-08-15T02:12:13,Comedy,Smart TV,Standard,UK,57,40,0.74,2,4.01,4.6,Yes,1,2,2
SSN100994,USR5414,2024-10-25T14:29:31,2024-10-25T15:56:31,Romance,Game Console,Premium,France,84,35,0.39,1,3.5,2.6,No,0,2,0
SSN100995,USR3965,2024-01-31T12:57:07,2024-01-31T14:37:07,Documentary,Mobile,Basic,US,97,60,0.61,1,3.82,3,No,1,5,0
SSN100996,USR1961,2024-01-09T09:37:40,2024-01-09T11:06:40,Drama,Smart TV,Standard,Canada,92,60,0.73,1,2.85,3.5,No,2,0,2
SSN100997,USR2754,2024-06-25T01:31:40,2024-06-25T04:22:40,Action,Game Console,Standard,US,171,128,0.74,2,4.82,5,Yes,0,5,7
SSN100998,USR2783,2024-03-09T06:42:54,2024-03-09T07:39:54,Action,Tablet,Basic,us,55,26,0.43,2,2.28,2.4,No,1,2,0
SSN100999,USR3212,2024-08-20T09:26:36,2024-08-20T12:09:36,Horror,Tablet,Basic,Australia,164,98,0.6,3,4.91,4.3,No,1,1,0
SSN101000,USR1808,2024-05-25T10:58:08,2024-05-25T12:07:08,Sci-Fi,Mobile,Standard,Germany,71,64,0.89,1,2.47,4,No,1,2,0
SSN101001,USR3520,2024-02-18T00:16:42,2024-02-18T02:47:42,Drama,TAB,Premium,Germany,153,78,0.51,2,,3,Yes,3,1,0
SSN101002,USR9011,2024-01-08T17:26:25,2024-01-08T18:06:25,Sci-Fi,Mobile,Standard,Germany,41,41,1,1,2.06,4.8,No,0,1,2
SSN101003,USR2296,2024-09-20T10:46:00,2024-09-20T11:24:00,Horror,Mobile,Premium,UK,38,37,1,3,3.34,5,No,1,0,0
SSN101004,USR4355,2024-09-04T23:54:17,2024-09-05T01:58:17,Sci-Fi,Game Console,Standard,Australia,123,90,0.73,0,3.45,3.3,Yes,1,1,1
SSN101005,USR9926,2024-10-19T13:59:43,2024-10-19T16:29:43,Drama,PC,Premium,India,150,142,0.93,0,3.86,3.6,No,2,1,0
SSN101006,USR3743,2024-12-02T02:42:04,2024-12-02T03:04:04,Drama,Tablet,Premium,Brazil,21,22,0.98,3,3.28,2.4,No,2,2,0
SSN101007,USR9522,2024-10-17T05:39:20,2024-10-17T06:06:20,Romance,PC,Basic,India,27,17,0.63,3,3.01,5,No,1,1,1
SSN101008,USR7521,2024-10-18T14:32:55,2024-10-18T15:28:55,Comedy,Mobile,Basic,India,55,50,0.91,1,2.74,2.8,No,1,1,3
SSN101009,USR5640,2024-02-20T23:39:00,2024-02-21T00:13:00,Drama ,Mobile,Basic,India,35,24,0.68,2,4.51,3.9,Yes,3,4,0
SSN101010,USR6973,2024-11-20T13:21:35,2024-11-20T14:59:35,Horror,PC,Basic,France,99,77,0.78,0,4,4.7,No,3,1,1
SSN101011,USR2255,2024-12-23T10:48:06,2024-12-23T11:21:06,Action,Game Console,Standard,Germany,31,27,0.79,3,3.94,2.7,No,0,2,2
SSN101012,USR6494,2024-05-25T14:21:59,2024-05-25T17:09:59,Sci-Fi,Tablet,Premium,uk,168,148,,2,4.39,3.1,No,0,1,0
SSN101013,USR1049,2024-03-05T12:56:42,2024-03-05T13:27:42,Action,PC,Standard,India,26,12,0.34,1,3.94,4.6,No,0,1,2
SSN101014,USR5725,2024-11-14T08:00:51,2024-11-14T10:02:51,SciFi,Tablet,Standard,UK,119,83,0.7,1,4.35,5,No,0,1,1
SSN101015,USR7488,2024-11-29T14:11:22,2024-11-29T16:24:22,Animation,Mobile,Premium,France,135,101,0.76,1,4.42,4.4,No,1,1,0
SSN101016,USR1417,2024-11-17T16:44:45,2024-11-17T19:01:45,Sci-Fi,Game Console,Basic,India,137,105,0.78,0,3.15,4.1,No,0,4,0
SSN101017,USR4485,2024-01-07T12:20:08,2024-01-07T13:20:08,Drama,PC,Premium,UK,61,46,0.76,1,4.61,,No,3,5,0
SSN101018,USR1932,2024-11-02T22:15:09,2024-11-02T23:04:09,Documentary,Mobile,Standard,Canada,49,44,0.9,1,3.35,2.5,Yes,3,2,2
SSN101019,USR1408,2024-02-11T05:53:02,2024-02-11T07:19:02,Drama,PC,Premium,Canada,86,64,0.75,0,3.54,3.8,No,3,0,0
SSN101020,USR1048,2024-03-25T23:58:08,2024-03-26T01:04:08,Animation,PC,Basic,India,68,65,0.95,1,2.67,3.4,Yes,0,3,2
SSN101021,USR6950,2024-07-18T13:30:42,2024-07-18T16:24:42,Animation,GAME CONSOLE,Basic,US,177,106,0.6,1,4.08,4.2,No,1,4,0
SSN101022,USR8094,2024-06-22T00:55:58,2024-06-22T01:57:58,Sci-Fi,Game Console,Standard,India,62,40,0.7,1,2.49,4.1,Yes,1,4,1
SSN101023,USR1789,2024-11-07T15:36:17,2024-11-07T17:47:17,COMEDY,Smart TV,Premium,Germany,131,52,0.41,0,4.54,3.5,No,0,4,0
SSN101024,USR3082,2024-06-12T13:07:17,2024-06-12T13:37:17,Romance,Tablet,Premium,Canada,28,30,0.99,0,4.32,3.2,No,1,4,0
SSN101025,USR4520,2024-03-11T11:08:15,2024-03-11T12:23:15,Animation,PC,Premium,Australia,74,62,,0,3.37,4.4,No,2,2,0
SSN101026,USR2563,2024-12-28T00:09:39,2024-12-28T00:56:39,Sci-Fi,Smart TV,Basic,Germany,47,27,0.64,3,5.6,5,Yes,1,0,2
SSN101027,USR9795,2024-11-17T05:06:15,2024-11-17T07:54:15,Drama,PC,Standard,Australia,170,53,0.31,2,4.72,4.5,No,3,3,3
SSN101028,USR9302,2024-03-20T02:11:11,2024-03-20T03:16:11,Documentary,Smart TV,Standard,UK,66,40,,2,5.22,3,No,4,3,1
SSN101029,USR3833,2024-07-19T08:43:11,2024-07-19T09:50:11,Sci-Fi,console,Premium,UK,63,56,0.85,1,5.34,,No,1,2,0
SSN101030,USR8538,2024-03-14T07:31:53,2024-03-14T09:10:53,Animation,PC,Premium,US,102,79,0.8,2,4.48,5,No,1,1,0
SSN101031,USR7251,2024-03-14T18:48:18,2024-03-14T20:37:18,Comedy,PC,Basic,Brazil,106,86,0.8,0,5.59,4.3,Yes,2,2,0
SSN101032,USR9165,2024-10-31T16:32:16,2024-10-31T17:05:16,Action,Game Console,Standard,Canada,38,30,0.98,1,,4.9,No,0,1,1
SSN101033,USR3220,2024-06-19T15:33:24,2024-06-19T16:27:24,action,Game Console,Premium,India,54,54,1,2,4.3,3.7,No,0,0,0
SSN101034,USR7247,2024-12-22T23:25:20,2024-12-23T00:42:20,Action,Smart TV,Premium,France,78,62,0.82,1,4.19,3.5,Yes,0,4,0
SSN101035,USR1536,2024-02-06T20:56:14,2024-02-06T21:27:14,Animation,Smart TV,Basic,France,31,17,0.55,0,5.69,3,Yes,0,1,0
SSN101036,USR6957,2024-08-03T03:38:58,2024-08-03T06:06:58,Animation,iPad,Basic,Brazil,146,97,0.66,1,4.71,2,No,2,4,1
SSN101037,USR8669,2024-11-12T05:19:03,2024-11-12T08:00:03,Sci-Fi,PC,Premium,US,163,95,0.6,1,,5,No,0,2,0
SSN101038,USR5393,2024-02-07T17:54:04,2024-02-07T20:11:04,Action,Game Console,Basic,France,137,103,0.74,2,2.42,3.2,No,2,1,0
SSN101039,USR4101,2024-01-08T19:41:33,2024-01-08T21:52:33,Horror,Tablet,Premium,Brazil,132,111,0.86,2,2.64,4.7,Yes,2,3,0
SSN101040,USR1362,2024-06-10T11:10:03,2024-06-10T11:39:03,Drama,Game Console,Basic,US,26,20,0.67,2,3.56,3.7,No,2,2,1
SSN101041,USR7277,2024-05-27T15:30:05,2024-05-27T18:12:05,Animation,Smart TV,standard,US,165,142,0.86,0,,3.4,No,0,1,1
SSN101042,USR6962,2024-09-01T21:45:51,2024-09-01T22:06:51,Action,Game Console,Standard,India,21,20,0.94,1,3.36,3.6,Yes,3,0,1
SSN101043,USR1697,2024-04-26T23:30:50,2024-04-27T02:26:50,Action,Smart TV,Basic,canada,176,175,1,1,3.37,5,Yes,1,0,1
SSN101044,USR7330,2024-09-27T19:49:53,2024-09-27T21:08:53,Horror,Smart TV,Standard,Brazil,78,47,0.61,0,4.34,4.2,Yes,1,4,1
SSN101045,USR9318,2024-08-03T16:15:05,2024-08-03T17:10:05,Comedy,Smart TV,Premium,uk,52,40,0.72,2,4.49,5,No,2,4,0
SSN101046,USR1540,2024-06-19T19:32:46,2024-06-19T20:33:46,Action,PHONE,Basic,Germany,59,49,0.85,2,3.27,3.3,Yes,0,3,2
SSN101047,USR7503,2024-02-23T23:23:00,2024-02-24T01:40:00,Action,Mobile,Premium,US,142,120,0.91,2,5.98,3.4,Yes,1,1,0
SSN101048,USR1595,2024-04-29T04:03:02,2024-04-29T05:52:02,Animation,Smart TV,Premium,Canada,109,109,1,0,6.52,,No,0,1,0
SSN101049,USR4690,2024-11-18T11:14:00,2024-11-18T12:34:00,Animation,PC,Standard,France,79,72,0.88,0,,,No,0,4,0
SSN101050,USR2201,2024-04-21T21:19:25,2024-04-21T22:17:25,Documentary,PC,Standard,UK,60,48,0.87,2,5.26,4.4,Yes,1,1,1
SSN101051,USR3084,2024-02-27T20:01:51,2024-02-27T21:44:51,Sci-Fi,Mobile,Basic,UK,101,82,0.78,1,2.9,4.7,Yes,2,4,1
SSN101052,USR7528,2024-07-08T09:35:02,2024-07-08T11:25:02,Documentary,Game Console,Basic,India,109,65,0.59,1,5.52,3.3,No,5,1,1
SSN101053,USR9717,2024-08-26T06:06:07,2024-08-26T08:37:07,horror,Tablet,Premium,Germany,153,151,1,2,4.13,4.6,No,2,3,0
SSN101054,USR2823,2024-11-17T00:38:52,2024-11-17T03:02:52,Documentary,PC,Basic,Australia,139,146,1,0,5.2,4.3,Yes,1,2,1
SSN101055,USR1596,2024-09-22T00:01:58,2024-09-22T02:24:58,Comedy,PC,Basic,Canada,144,90,0.6,1,3.12,3.5,Yes,0,2,1
SSN101056,USR4124,2024-07-14T03:11:52,2024-07-14T06:00:52,Drama,Smart TV,Premium,Germany,170,94,0.54,2,3.5,5,No,4,3,0
SSN101057,USR4084,2024-12-11T09:28:34,2024-12-11T10:27:34,HORROR,Tablet,BASIC,US,60,35,0.64,1,5.85,4.5,No,1,4,0
SSN101058,USR3708,2024-10-11T00:51:56,2024-10-11T02:37:56,Drama,Game Console,Basic,UK,104,73,0.72,0,2.92,4.5,Yes,3,2,2
SSN101059,USR8982,2024-07-19T04:43:24,2024-07-19T06:06:24,Drama,Tablet,Standard,US,82,84,0.98,3,3.61,4.9,No,3,1,0
SSN101060,USR7516,2024-06-24T23:00:10,2024-06-25T01:13:10,Documentary,PC,Premium,UK,131,132,0.99,1,2.68,3.5,Yes,3,1,0
SSN101061,USR3330,2024-03-22T16:25:14,2024-03-22T17:51:14,Animation,PC,Standard,Germany,83,70,0.83,2,5.29,5,No,2,2,1
SSN101062,USR5078,2024-04-10T19:20:47,2024-04-10T21:19:47,Documentary,Mobile,Premium,Germany,118,75,0.61,0,5.01,3.4,Yes,3,2,0
SSN101063,USR3757,2024-06-12T08:03:46,2024-06-12T09:43:46,Documentary,Smart TV,Standard,France,101,95,0.96,2,3.31,3.1,No,4,3,0
SSN101064,USR1857,2024-01-26T13:44:03,2024-01-26T15:49:03,Animation,Mobile,Standard,India,121,106,0.87,0,1.88,3.8,No,2,1,4
SSN101065,USR5465,2024-05-29T23:48:58,2024-05-30T02:38:58,Animation,Tablet,Premium,Brazil,172,105,0.6,0,2.21,3.5,Yes,2,5,0
SSN101066,USR3923,2024-01-11T13:50:52,2024-01-11T16:29:52,Action,PC,Basic,India,159,64,,2,4.11,4.6,No,1,3,1
SSN101067,USR7663,2024-12-23T18:27:24,2024-12-23T20:25:24,Horror,Game Console,Premium,US,119,76,0.69,1,3.24,5,Yes,0,0,0
SSN101068,USR3904,2024-10-22T08:05:06,2024-10-22T09:32:06,Documentary ,Mobile,Basic,France,86,60,0.71,1,1.93,3.8,No,2,2,0
SSN101069,USR7875,2024-08-19T15:12:24,2024-08-19T16:22:24,Documentary,Game Console,Standard,France,66,56,0.83,3,3.43,3.9,No,4,0,0
SSN101070,USR7854,2024-01-18T19:41:27,2024-01-18T21:00:27,Romance,Tablet,Basic,UK,76,77,0.96,3,2.92,4.8,Yes,1,3,0
SSN101071,USR7703,2024-06-26T08:12:11,2024-06-26T08:53:11,Romance,Mobile,Premium,Germany,44,31,0.76,0,3.59,,No,0,2,0
SSN101072,USR8240,2024-04-16T11:50:25,2024-04-16T13:07:25,Documentary,Mobile,Basic,Germany,76,49,0.63,3,,3.7,No,4,5,2
SSN101073,USR7495,2024-02-05T11:22:48,2024-02-05T12:39:48,Documentary,Smart TV,Basic,Australia,82,37,0.49,0,3.04,4.6,No,4,1,2
SSN101074,USR9930,2024-07-28T05:33:13,2024-07-28T08:27:13,Action,Mobile,Premium,India,173,163,0.93,1,,2.9,No,1,1,0
SSN101075,USR5435,2024-06-22T01:25:55,2024-06-22T01:52:55,comedy,Game Console,Basic,France,27,21,0.72,0,4.58,4.1,Yes,2,2,1
SSN101076,USR8895,2024-06-08T17:26:08,2024-06-08T20:21:08,Comedy,Game Console,Standard,BR,174,127,0.73,0,3.8,2.7,No,0,2,0
SSN101077,USR8251,2024-10-28T17:11:11,2024-10-28T18:40:11,Action,Mobile,Standard,India,92,62,0.67,2,3.2,5,No,1,1,0
SSN101078,USR8008,2024-03-26T11:57:05,2024-03-26T13:35:05,Romance,PHONE,Standard,Australia,101,66,,0,,3.8,No,2,2,2
SSN101079,USR3664,2024-04-09T19:30:11,2024-04-09T22:20:11,Action,Game Console,Premium,Australia,174,124,0.73,2,4.31,3.9,Yes,1,3,0
SSN101080,USR5230,2024-07-13T21:18:22,2024-07-13T22:22:22,Horror,Mobile,Basic,Germany,66,37,0.61,3,2.64,5,Yes,3,3,2
SSN101081,USR4380,2024-05-25T06:34:10,2024-05-25T09:34:10,Documentary,Smart TV,Standard,UK,178,92,,1,4.98,4.5,No,1,1,2
SSN101082,USR9443,2024-05-14T18:41:05,2024-05-14T20:28:05,Action,PHONE,Standard,Canada,105,68,0.61,0,3.14,,Yes,2,0,1
SSN101083,USR1512,2024-10-08T04:37:07,2024-10-08T06:35:07,Romance,PC,Basic,Australia,117,62,0.53,3,4.33,4.8,No,0,2,1
SSN101084,USR6477,2024-02-18T03:17:15,2024-02-18T05:57:15,Action,Game Console,Basic,Canada,158,85,0.53,4,2.17,5,No,2,2,0
SSN101085,USR1353,2024-06-11T19:54:17,2024-06-11T22:13:17,Action,mobile,Standard,Canada,139,138,1,2,3.68,4.7,Yes,0,2,2
SSN101086,USR7366,2024-08-16T10:10:07,2024-08-16T11:31:07,Animation,Smart TV,Standard,France,81,44,0.58,0,3.99,4.6,No,2,3,0
SSN101087,USR8075,2024-10-07T08:20:03,2024-10-07T10:34:03,Comedy,Tablet,Standard,UK,133,134,0.99,0,2.71,4.6,No,0,2,0
SSN101088,USR2604,2024-10-17T11:48:31,2024-10-17T13:48:31,DRAMA,Mobile,Basic,US,127,111,0.92,1,2.55,3,No,2,5,2
SSN101089,USR9100,2024-08-02T04:43:09,2024-08-02T07:35:09,Sci-Fi,Game Console,Basic,France,175,170,0.97,0,4.34,3.5,No,0,3,2
SSN101090,USR2753,2024-05-06T12:35:14,2024-05-06T14:01:14,Comedy,Smart TV,Standard,Australia,89,67,0.8,2,6.53,3.6,No,1,4,1
SSN101091,USR2246,2024-01-24T03:40:36,2024-01-24T05:26:36,Action,Tablet,Basic,France,110,108,1,3,4.49,2.7,No,2,4,1
SSN101092,USR6544,2024-10-22T18:52:02,2024-10-22T19:50:02,Documentary,Mobile,Standard,Canada,62,29,0.51,1,2.52,4.5,Yes,5,0,0
SSN101093,USR3116,2024-12-21T15:25:38,2024-12-21T17:12:38,Documentary,Game Console,Standard,Canada,111,68,0.64,1,3.87,3.9,No,2,3,0
SSN101094,USR7831,2024-11-28T13:58:31,2024-11-28T16:49:31,Action,Game Console,Basic,Brazil,168,113,0.68,2,4.96,3.6,No,1,1,1
SSN101095,USR9852,2024-04-28T13:22:43,2024-04-28T14:50:43,Drama,Mobile,Standard,US,90,66,0.72,2,5.85,3.4,No,2,0,0
SSN101096,USR5415,2024-07-05T00:39:22,2024-07-05T01:28:22,Animation,PC,Basic,Germany,48,33,0.73,1,2.98,3.4,Yes,0,2,3
SSN101097,USR3783,2024-08-02T12:43:52,2024-08-02T14:27:52,Horror,Game Console,Basic,India,102,71,0.67,1,3.44,3.4,No,1,3,1
SSN101098,USR6955,2024-01-01T19:30:39,2024-01-01T21:10:39,Drama,Mobile,Standard,Brazil,101,76,0.74,0,3.02,4.1,Yes,2,4,0
SSN101099,USR6602,2024-03-04T11:47:43,2024-03-04T13:43:43,Sci-Fi,Smart TV,Premium,India,116,67,0.59,0,5.6,2.2,No,2,0,0
SSN101100,USR7782,2024-08-13T04:18:50,2024-08-13T06:51:50,Romance,Tablet,premium,Brazil,157,123,0.81,2,3.16,4.1,No,0,0,0
SSN101101,USR3379,2024-07-19T12:26:31,2024-07-19T13:36:31,Horror ,Tablet,Standard,UK,68,71,1,0,4.83,4.1,No,0,4,2
SSN101102,USR3243,2024-01-16T11:47:16,2024-01-16T14:47:16,Action,Game Console,Basic,UK ,179,144,0.79,1,4.34,4.1,No,0,2,0
SSN101103,USR2354,2024-08-15T23:14:31,2024-08-16T00:21:31,Animation,Smart TV,Basic,Canada,70,57,0.89,0,3.87,4.6,Yes,0,5,0
SSN101104,USR4433,2024-09-11T15:23:47,2024-09-11T16:38:47,Comedy,Mobile,Premium,Brazil,76,72,,0,2.55,3,No,4,3,0
SSN101105,USR8894,2024-02-28T19:17:57,2024-02-28T22:05:57,Romance,Mobile,Standard,CANADA,167,157,0.93,1,4.47,3.6,Yes,1,2,1
SSN101106,USR9925,2024-02-15T04:15:11,2024-02-15T06:13:11,Documentary,Mobile,Standard,UK,120,103,0.88,0,3.13,3.7,No,4,2,1
SSN101107,USR5489,2024-07-29T09:44:32,2024-07-29T11:49:32,Drama,Smart TV,Basic,India,121,117,0.94,2,4.77,3.9,No,1,1,1
SSN101108,USR1033,2024-12-20T00:03:09,2024-12-20T03:01:09,action,Tablet,Basic,India,180,87,0.51,2,3.17,3.5,Yes,1,2,1
SSN101109,USR6940,2024-01-15T14:27:54,2024-01-15T16:12:54,Horror,Smart TV,Standard,Germany,106,60,0.57,1,6.21,4.5,No,2,0,1
SSN101110,USR9339,2024-07-26T12:43:06,2024-07-26T14:03:06,Horror,Game Console,Premium,Germany,82,76,0.93,0,2.72,4.1,No,1,4,0
SSN101111,USR6685,2024-04-10T09:34:00,2024-04-10T10:04:00,Romance,Smart TV,Basic,Canada,29,31,0.99,2,4.15,2.1,No,1,0,1
SSN101112,USR2409,2024-11-21T18:10:46,2024-11-21T18:33:46,Comedy,PC,Standard,US,18,9,0.55,1,4.35,2.8,Yes,2,2,0
SSN101113,USR6258,2024-11-05T14:30:43,2024-11-05T15:09:43,Horror,Game Console,Basic,India,43,31,0.89,1,3.54,4,No,1,2,2
SSN101114,USR5469,2024-06-24T03:38:30,2024-06-24T05:29:30,Action,Tablet,Premium,France,109,80,0.74,1,2.52,5,No,3,1,0
SSN101115,USR2463,2024-08-27T08:59:45,2024-08-27T10:37:45,Animation,Smart TV,Basic,United Kingdom,98,66,0.69,1,5.13,5,No,2,1,1
SSN101116,USR5903,2024-01-04T09:57:22,2024-01-04T12:04:22,Romance,Mobile,basic,Canada,125,106,0.83,2,2.59,4.6,No,1,4,1
SSN101117,USR6045,2024-11-21T11:54:28,2024-11-21T13:22:28,Documentary,Smart TV,Standard,Brazil,89,66,0.77,1,4.86,4,No,2,2,2
SSN101118,USR2727,2024-08-25T04:53:16,2024-08-25T07:47:16,Action,Tablet,Basic,in,176,85,0.5,1,3.56,3.3,No,2,6,1
SSN101119,USR3820,2024-11-06T06:20:51,2024-11-06T09:09:51,Drama,Game Console,Standard,Canada,171,102,0.57,2,4.59,3.1,No,2,1,0
SSN101120,USR3112,2024-11-24T09:10:43,2024-11-24T10:25:43,Action,Mobile,Basic,India,72,72,,0,4.26,3.9,No,0,5,0
SSN101121,USR6334,2024-05-31T21:18:29,2024-05-31T22:31:29,Drama,PC,Standard,Brazil,73,53,0.79,1,4.32,4.6,Yes,3,2,1
